customer,churn,revenue,mou,overage,roam,threeway,months,uniqsubs,phones,custcare,retcalls,dropvce,blckvce,unansvce,eqpdays,refurb,webcap,children,creditaa,prizmrur,mcycle,occprof,occcler,occcrft,occstud,occhmkr,occret,occself,travel,referred
1014934,0,29.99,85.25,0.0,0.0,0.0,27,1,1,0.0,0,0.3333333,0.6666667,2.0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1017617,0,44.49,250.75,37.75,0.2575,0.0,29,1,2,0.0,0,21.66667,1.0,42.0,783,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1032586,0,40.5,379.25,30.0,0.0,0.0,23,1,5,0.3333333,0,1.333333,8.0,9.666667,153,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1098296,0,16.2,58.75,0.0,0.0,0.0,43,1,2,0.0,0,0.6666667,0.0,15.66667,218,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
1096226,0,98.845,1599.0,23.0,0.0,0.0,8,1,2,23.0,0,5.0,12.0,53.66667,201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1002226,0,36.475,123.75,0.0,0.0,0.0,45,1,4,0.0,2,0.0,0.0,5.0,374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1068572,0,30.2825,399.75,0.0,0.2925,0.0,13,1,1,0.0,0,0.0,0.0,0.0,376,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1071287,0,13.69,305.5,10.0,0.195,0.0,14,2,1,0.0,0,0.0,0.0,0.0,419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1027611,0,57.635,695.75,19.75,0.0,0.0,19,1,3,1.0,0,25.33333,0.3333333,115.3333,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1047640,0,36.97,338.75,0.0,0.0,0.0,20,2,2,0.0,0,1.333333,1.333333,7.0,575,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1061316,0,93.98,683.25,0.0,0.0,0.3333333,12,1,1,1.666667,0,15.0,1.333333,19.33333,375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1063597,0,50.185,302.0,3.5,0.195,0.3333333,12,2,1,6.0,0,5.666667,0.0,34.0,361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1021201,0,17.5225,17.75,0.0,0.0,0.0,22,1,2,0.3333333,0,0.6666667,0.0,0.0,381,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1058091,0,44.94,324.75,29.25,0.0,0.0,15,2,1,1.333333,0,3.0,2.333333,25.33333,437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1087552,0,34.99,192.5,0.0,0.0,0.6666667,10,1,1,0.3333333,0,0.6666667,0.0,5.333333,288,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1031661,0,40.7325,509.75,0.0,0.0,0.0,25,1,1,0.0,0,14.0,0.3333333,17.33333,736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1053224,0,32.36,295.25,6.0,0.0,0.0,12,1,1,0.0,0,2.666667,0.0,17.0,364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1030946,0,30.0,70.0,0.0,0.0,0.0,23,1,1,0.3333333,0,0.3333333,0.0,3.666667,678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1022680,0,51.9525,222.25,62.75,0.0,2.0,25,2,1,2.0,0,2.0,16.33333,6.0,752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1082782,0,86.735,607.75,130.25,0.0975,0.3333333,7,1,1,0.0,0,4.333333,0.0,31.66667,202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1086250,0,49.9275,610.75,31.25,0.0,0.3333333,8,1,1,2.333333,0,4.333333,3.333333,20.66667,249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1036078,0,81.9125,746.25,0.0,2.0175,0.0,23,1,3,0.6666667,0,4.666667,1.333333,43.0,176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1060715,0,41.2625,345.25,31.5,0.0,0.0,12,1,1,1.666667,0,7.0,1.333333,17.33333,379,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1067813,0,30.26,611.5,27.5,0.0,0.0,9,2,2,0.0,0,0.0,0.0,0.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1007296,0,58.0875,1325.5,71.75,0.0,0.0,35,3,2,0.0,0,0.0,0.0,0.0,260,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1066708,0,80.5025,1539.0,0.0,0.0,0.3333333,15,4,2,0.6666667,0,6.333333,4.0,34.66667,304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1058263,0,30.0,26.5,0.0,0.0,0.0,15,1,1,0.0,0,0.3333333,0.0,0.6666667,437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1073912,0,36.6,310.5,0.0,0.8,0.0,8,2,1,0.0,0,0.0,5.333333,13.66667,234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1020907,0,30.26,70.5,0.0,0.0,0.0,22,1,1,0.0,0,1.666667,0.3333333,6.666667,668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1023161,0,84.3975,31.0,0.0,1.4125,0.0,27,3,2,0.0,0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005717,0,79.9575,128.5,0.0,49.72,0.0,38,1,2,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1083659,0,26.31,310.0,45.75,0.0,0.6666667,7,1,1,2.333333,0,0.3333333,5.333333,1.333333,199,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1074696,0,34.99,110.25,0.0,0.0,0.0,14,1,1,0.0,0,0.0,0.0,0.0,400,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1022355,0,39.34,869.0,32.0,0.0975,1.666667,23,2,3,1.666667,2,5.333333,6.666667,62.0,64,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1037702,0,35.095,542.0,0.0,0.0,1.0,23,2,2,7.333333,0,1.666667,45.66667,38.33333,63,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1025888,0,42.86,1643.0,123.5,1.3775,3.333333,20,4,2,0.0,0,10.33333,129.6667,61.33333,207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1075772,0,55.43,698.0,0.0,0.0,1.333333,7,1,1,2.333333,0,5.333333,4.0,52.66667,226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1069245,0,10.0,42.25,0.0,0.0,0.3333333,15,2,1,0.0,0,0.0,0.3333333,1.0,431,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1079258,0,29.99,230.25,0.0,0.0,0.0,13,1,1,0.0,0,5.333333,0.3333333,12.0,381,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1085958,0,83.1925,757.25,68.0,0.8075,0.6666667,10,1,1,0.3333333,0,10.0,1.0,79.33334,297,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1087251,0,34.99,66.25,0.0,0.0,0.0,8,1,1,0.0,0,0.3333333,0.3333333,1.333333,244,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
1060323,0,38.81,1019.75,2.0,0.0,0.0,11,1,2,2.666667,0,9.333333,7.0,38.0,311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1069494,0,38.2,181.75,94.0,0.0,0.0,13,2,2,0.0,0,0.0,0.0,0.0,352,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1059784,0,64.3625,675.5,13.75,0.0,0.0,15,2,2,1.0,0,7.333333,0.3333333,38.0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1048509,0,79.44,434.25,132.0,0.0,0.3333333,15,1,1,0.0,0,2.333333,4.333333,11.33333,466,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
1009819,0,20.17,1.75,0.0,0.0,0.0,29,3,1,0.0,0,0.3333333,0.0,0.3333333,877,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1009397,0,49.9675,409.0,11.25,4.535,0.0,29,2,1,0.6666667,0,19.0,5.666667,47.0,886,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1043090,0,38.68,349.0,2.5,0.0,0.0,15,1,1,3.333333,0,1.0,0.3333333,17.66667,457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1035154,0,104.98,0.0,0.0,0.0,0.0,22,1,1,0.0,0,0.0,0.0,0.0,648,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1012495,0,84.53,488.0,68.75,1.0725,0.0,26,1,3,2.333333,0,4.0,0.6666667,6.666667,33,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1099229,0,33.11,124.5,7.5,0.0,0.0,33,2,1,0.0,0,4.0,1.0,6.333333,987,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
1063971,0,34.0375,130.75,0.0,3.305,0.6666667,16,1,1,1.666667,0,4.0,2.0,27.0,466,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1020962,0,132.6675,975.75,124.75,0.0,7.0,24,2,1,0.0,0,4.333333,5.666667,49.66667,729,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1042407,0,61.465,74.25,0.0,0.0,0.0,19,2,1,0.0,0,2.0,1.333333,4.0,571,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1090932,1,45.15,0.0,0.0,0.0,0.0,11,2,1,0.0,0,0.0,0.0,0.0,314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1094358,0,53.5025,357.0,0.75,0.2925,1.333333,9,2,1,8.333333,0,8.0,7.0,23.66667,268,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1040550,0,78.5225,156.5,0.0,0.0,0.0,16,2,1,0.0,0,3.666667,6.0,6.333333,481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1092598,0,40.375,481.25,0.0,0.345,0.0,10,1,1,0.0,0,8.666667,2.666667,17.33333,297,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1000752,0,7.7425,0.0,0.0,0.0,0.0,48,1,1,0.0,0,0.0,0.0,0.0,1468,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1093684,0,77.28,613.25,103.25,0.0,0.0,8,1,1,0.0,0,1.0,3.333333,34.33333,220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1063665,0,40.845,777.0,0.0,0.0,0.0,10,2,1,6.666667,0,6.0,0.0,20.33333,299,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1067598,0,75.875,677.75,68.0,0.0,0.0,13,2,1,0.3333333,0,10.33333,2.333333,31.66667,383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1013322,0,16.99,7.75,0.0,0.0,0.0,28,1,1,0.0,0,0.0,0.6666667,0.3333333,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079453,0,50.31,772.25,0.0,0.32,0.0,11,2,1,0.0,0,4.666667,4.0,35.66667,319,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1097356,0,122.43,702.25,108.0,0.5775,0.0,7,2,2,0.0,0,7.0,6.666667,10.66667,166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1095130,0,89.7175,749.0,131.25,0.0,0.0,7,1,1,0.0,0,1.333333,7.666667,41.33333,192,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1008216,0,53.08,282.5,14.75,0.43,0.0,30,1,1,1.0,1,10.33333,1.0,39.33333,919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1042527,0,53.435,1070.25,2.75,0.0,0.0,21,3,2,0.0,0,5.333333,18.0,79.66666,49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1080467,1,13.3225,188.25,7.25,0.0,0.0,13,2,4,0.0,0,0.3333333,0.0,16.33333,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1030100,0,30.96,75.25,0.0,0.96,0.0,21,2,1,0.0,0,1.0,1.0,8.0,634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1078095,0,85.54,901.0,87.75,0.0,0.0,7,1,1,2.0,0,6.333333,6.666667,20.66667,216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1033754,0,169.7675,2432.5,401.5,1.95,6.333333,18,1,2,3.666667,0,8.666667,80.0,131.6667,133,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1047360,0,48.0275,637.75,37.25,0.0,0.0,20,1,3,3.333333,0,8.0,0.0,32.0,174,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1077022,0,46.1875,930.25,15.5,0.0,0.0,13,2,2,5.0,0,2.333333,22.0,65.0,39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1019119,0,37.62,176.5,0.0,0.0,0.3333333,23,1,1,0.0,0,1.333333,0.3333333,6.666667,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041383,0,37.335,173.0,0.0,0.9,0.0,22,1,1,0.0,0,2.666667,0.0,5.0,641,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1043459,0,34.6125,238.75,0.0,0.0,0.3333333,15,3,1,0.0,0,0.6666667,4.666667,3.333333,453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1054211,0,55.915,389.5,3.25,0.0,0.0,16,1,1,2.0,0,5.0,0.3333333,18.66667,464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1032166,0,34.265,224.25,35.0,0.0,0.0,23,2,1,1.0,0,4.333333,0.3333333,13.33333,673,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1070627,0,52.36,360.75,15.25,0.0,0.0,12,2,1,0.0,0,2.333333,0.0,7.0,362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1014319,0,59.99,100.25,0.0,0.0,0.0,27,3,1,0.0,0,1.333333,2.0,8.666667,822,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1055485,0,69.99,422.0,0.0,0.0,0.0,17,1,2,0.0,0,17.33333,0.3333333,25.33333,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1045590,0,47.49,226.0,0.0,0.0,0.0,20,2,4,0.0,0,3.333333,4.333333,32.33333,273,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1041268,0,100.7825,705.0,0.0,0.0,0.0,16,1,1,0.6666667,0,3.666667,10.0,33.66667,474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021125,0,96.04,2634.0,41.0,0.905,1.333333,24,2,6,5.333333,0,10.0,21.66667,182.3333,132,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1031130,0,41.2275,432.25,0.0,0.0,0.0,23,3,3,0.0,0,1.333333,2.333333,6.666667,46,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1006554,0,56.65,275.0,69.25,0.195,0.0,37,2,3,0.0,0,2.0,2.333333,14.66667,324,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1088429,0,87.1425,1470.0,91.0,0.39,0.3333333,10,1,1,5.0,0,18.66667,8.0,62.33333,278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1044893,0,29.99,38.0,0.0,0.0,0.0,16,2,1,0.3333333,0,1.0,1.0,4.666667,501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1086481,0,175.5975,1275.5,56.25,74.1475,0.3333333,8,1,2,23.33333,0,10.0,3.666667,162.0,90,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1079840,0,34.99,212.25,0.0,0.0,0.0,13,1,1,0.0,0,3.0,0.0,1.333333,379,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1009744,0,25.365,66.25,0.0,0.0,0.0,33,2,2,0.0,0,1.333333,0.0,1.666667,883,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
1076647,0,42.2725,560.0,3.5,0.0,0.6666667,7,1,1,3.666667,0,9.0,0.6666667,19.33333,223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1025574,0,50.8625,294.0,2.5,0.0,0.0,24,1,2,0.0,0,7.333333,1.0,28.33333,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1053357,0,50.2375,56.75,0.0,0.0,0.0,14,3,1,0.0,0,0.6666667,0.6666667,3.333333,425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1068996,0,64.9975,349.0,50.25,0.0,0.6666667,9,1,3,7.333333,0,21.0,44.33333,6.666667,205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1034502,0,49.99,56.0,0.0,0.0,0.0,22,2,1,0.0,0,3.0,0.0,1.666667,656,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1022075,0,44.25,216.0,0.0,1.76,0.0,26,2,1,0.0,0,11.0,1.333333,18.33333,761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1082379,0,36.5425,322.0,2.25,0.0,0.3333333,7,1,2,4.0,0,6.333333,0.0,1.666667,202,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1035446,0,20.915,67.25,1.25,0.0,0.0,20,1,1,1.333333,0,1.0,0.3333333,2.333333,598,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1024621,0,50.2475,476.25,0.0,0.0,0.0,26,1,1,0.0,0,8.666667,0.6666667,8.333333,787,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1020835,0,59.99,65.5,0.0,0.0,0.0,24,2,1,0.0,0,0.3333333,0.3333333,3.0,731,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1042384,0,30.0,8.5,0.0,0.0,0.0,17,2,1,0.0,0,0.0,0.3333333,0.3333333,526,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1018353,1,109.29,999.5,134.75,0.0,0.3333333,23,3,1,0.0,0,6.333333,28.33333,10.0,696,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
1004564,0,39.1725,344.5,5.5,0.705,0.0,33,1,3,0.6666667,0,4.666667,0.3333333,64.66666,216,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1024844,0,74.93,717.0,0.0,0.8075,0.0,20,2,2,0.0,0,4.0,1.0,28.0,614,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1040844,0,33.495,729.5,0.0,0.0,2.0,16,1,1,3.0,0,12.0,0.0,13.0,478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1041916,0,82.5525,1938.25,0.0,0.0,0.0,19,1,4,0.0,0,15.66667,16.66667,88.0,135,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
